timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1501903667275,1827,DaaS direto sem Join 5000,200,OK,Grupo de Usuários 1-1,text,true,,479273,194,1,1,294,0,0
1501903671164,2169,DaaS direto sem Join 5000,200,OK,Grupo de Usuários 1-1,text,true,,479280,194,1,1,622,0,263
1501903674634,1936,DaaS direto sem Join 5000,200,OK,Grupo de Usuários 1-1,text,true,,479272,194,1,1,228,0,0
1501903677641,2386,DaaS direto sem Join 5000,200,OK,Grupo de Usuários 1-1,text,true,,479264,194,1,1,200,0,0
1501903681516,4598,DaaS direto sem Join 5000,200,OK,Grupo de Usuários 1-1,text,true,,479264,194,1,1,255,0,0
1501903687528,2817,DaaS direto sem Join 5000,200,OK,Grupo de Usuários 1-1,text,true,,479272,194,1,1,320,0,0
1501903692320,4071,DaaS direto sem Join 5000,200,OK,Grupo de Usuários 1-1,text,true,,479272,194,1,1,368,0,0
1501903698011,3496,DaaS direto sem Join 5000,200,OK,Grupo de Usuários 1-1,text,true,,479272,194,1,1,269,0,0
1501903702915,2332,DaaS direto sem Join 5000,200,OK,Grupo de Usuários 1-1,text,true,,479272,194,1,1,236,0,0
1501903706572,3769,DaaS direto sem Join 5000,200,OK,Grupo de Usuários 1-1,text,true,,479272,194,1,1,340,0,0
1501903712480,5825,DaaS direto sem Join 5000,200,OK,Grupo de Usuários 1-1,text,true,,479272,194,1,1,740,0,305
1501903720261,5410,DaaS direto sem Join 5000,200,OK,Grupo de Usuários 1-1,text,true,,479264,194,1,1,327,0,0
1501903727887,2655,DaaS direto sem Join 5000,200,OK,Grupo de Usuários 1-1,text,true,,479312,194,1,1,1186,0,784
1501903731644,1524,DaaS direto sem Join 5000,200,OK,Grupo de Usuários 1-1,text,true,,479311,194,1,1,226,0,0
1501903734631,2787,DaaS direto sem Join 5000,200,OK,Grupo de Usuários 1-1,text,true,,479280,194,1,1,437,0,0
1501903738780,2161,DaaS direto sem Join 5000,200,OK,Grupo de Usuários 1-1,text,true,,479288,194,1,1,268,0,0
